id,h3_index_7,h3_index_8,geoid10,commarea,poi_type,name,poi_category
354201996,872664cd1ffffff,882664cd11fffff,17031671300,67,place_of_worship,New Salem Missionary Baptist Church,civic_community
354202004,872664cdcffffff,882664cdcdfffff,17031672000,67,place_of_worship,New Third Heaven Missionary Baptist Church,civic_community
354202026,872664cc2ffffff,882664cc2dfffff,17031670900,67,place_of_worship,Mount Sinai Missionary Baptist Church,civic_community
354202035,872664cdcffffff,882664cdc3fffff,17031710700,71,place_of_worship,New Birth Strong Hope Missionary Baptist Church,civic_community
354202061,872664c80ffffff,882664c80dfffff,17031250600,25,place_of_worship,New Greater Saint James Missionary Baptist Church,civic_community
354202069,872664cc2ffffff,882664cc23fffff,17031681100,68,place_of_worship,New Era Missionary Baptist Church,civic_community
354202079,872664ccaffffff,882664cca9fffff,17031440900,44,place_of_worship,New Faith Missionary Baptist Church,civic_community
354202133,872664ca8ffffff,882664caabfffff,17031837000,27,place_of_worship,Mission Unlimited Church of God in Christ,civic_community
354202151,872664c8cffffff,882664c8c5fffff,17031290900,29,place_of_worship,Mount Moriah Missionary Baptist Church,civic_community
354202166,872664c13ffffff,882664c131fffff,17031832600,7,place_of_worship,Mount Olive Missionary Baptist Church,civic_community
354202183,872664cc3ffffff,882664cc35fffff,17031681200,68,place_of_worship,Mount Carmel Ridge Missionary Baptist Church,civic_community
354202191,872664564ffffff,8826645647fffff,17031491100,49,place_of_worship,Mount Ebal Missionary Baptist Church,civic_community
354202200,872664cdcffffff,882664cdc1fffff,17031681400,68,place_of_worship,Mount Elim Missionary Baptist Church,civic_community
354202206,872664cd9ffffff,882664cd91fffff,17031730202,73,place_of_worship,New Calvary Missionary Baptist Church,civic_community
354202214,872664c16ffffff,882664c161fffff,17031832000,6,place_of_worship,New Bethel Independent Christian Church,civic_community
354202238,872664cd1ffffff,882664cd1bfffff,17031671500,67,place_of_worship,Greater Pisidia Missionary Baptist Church,civic_community
354202502,872664cd1ffffff,882664cd15fffff,17031660600,66,place_of_worship,First Southern Baptist Church,civic_community
354202582,872664cc2ffffff,882664cc23fffff,17031681200,68,place_of_worship,Hope Bible Church,civic_community
354202591,872664564ffffff,8826645641fffff,17031490700,49,place_of_worship,Holy Miracle Church,civic_community
354202597,872664c8cffffff,882664c8cbfffff,17031838700,29,place_of_worship,Holy Ground Missionary Baptist Church,civic_community
354202622,872664c81ffffff,882664c811fffff,17031251800,25,place_of_worship,Greater New Mount Olivet Missionary Baptist Church,civic_community
354202627,872664c8cffffff,882664c8c5fffff,17031290900,29,place_of_worship,Greater New Mount Zion Missionary Baptist Church,civic_community
354202635,872664c8cffffff,882664c8c1fffff,17031290900,29,place_of_worship,Greater Jasper Stone Missionary Baptist Church,civic_community
354202645,872664cd9ffffff,882664cd99fffff,17031730100,73,place_of_worship,Greater Mount Bethel Missionary Baptist Church,civic_community
354202650,872664cd1ffffff,882664cd1bfffff,17031671600,67,place_of_worship,Greater Rock of Ages Missionary Baptist Church,civic_community
354202660,872664cc0ffffff,882664cc0dfffff,17031834500,40,place_of_worship,,civic_community
354202665,872664caaffffff,882664caa7fffff,17031260900,26,place_of_worship,Greater Star Missionary Baptist Church,civic_community
354202668,872664c80ffffff,882664c80bfffff,17031251500,25,place_of_worship,Gods Holy Ghost Missionary Baptist Church,civic_community
354202678,872664ccaffffff,882664ccabfffff,17031440900,44,place_of_worship,Good Temple Missionary Baptist Church,civic_community
354202692,872664cd1ffffff,882664cd19fffff,17031671300,67,place_of_worship,Church of Jesus Christ,civic_community
354202705,872664560ffffff,8826645603fffff,17031530501,53,place_of_worship,Greater Canaan Missionary Baptist Church,civic_community
354202714,872664c85ffffff,882664c857fffff,17031251700,25,place_of_worship,Greater Christian Light Missionary Baptist Church,civic_community
354202760,872664c8dffffff,882664c8ddfffff,17031300900,30,place_of_worship,First Peaceful Missionary Baptist Church,civic_community
354202776,872664cc1ffffff,882664cc15fffff,17031690900,69,place_of_worship,Greater Bethel Missionary Baptist Church,civic_community
354202788,872664caeffffff,882664caebfffff,17031242600,24,place_of_worship,Free Lance Deliverance Church,civic_community
354202791,872664cc8ffffff,882664cc8dfffff,17031480200,48,place_of_worship,Free Salvation Missionary Baptist Church,civic_community
354202801,872664564ffffff,8826645643fffff,17031490901,49,place_of_worship,Galilee Missionary Baptist Church,civic_community
354202812,872664cc1ffffff,882664cc17fffff,17031691400,69,place_of_worship,First Christian Community Baptist Church,civic_community
354202861,872664caaffffff,882664caa3fffff,17031837300,27,place_of_worship,Chicago Christian Church,civic_community
354202893,872664cdcffffff,882664cdc7fffff,17031710700,71,place_of_worship,Faith of Abraham Missionary Baptist Church,civic_community
354202919,872664c16ffffff,882664c169fffff,17031061000,6,place_of_worship,Faith Tabernacle Church,civic_community
354202960,872664cc2ffffff,882664cc25fffff,17031834900,67,place_of_worship,Englewood United Missionary Baptist Church,civic_community
354203088,872664cc1ffffff,882664cc03fffff,17031421200,42,place_of_worship,Church of God,civic_community
354203101,872664cdcffffff,882664cdcdfffff,17031672000,67,place_of_worship,Faith of Truth Missionary Baptist Church,civic_community
354203144,872664cd4ffffff,882664cd43fffff,17031630200,63,place_of_worship,First Christian Charismatic Church La Nueva Uncion,civic_community
354203212,872664ca3ffffff,882664ca31fffff,17031200402,20,place_of_worship,Church of God,civic_community
354203280,872664caeffffff,882664cae5fffff,17031230700,23,place_of_worship,Church of God,civic_community
354203642,872664560ffffff,8826645607fffff,17031530200,53,school,Saint Catherine School,education
354204174,872664cd9ffffff,882664cd97fffff,17031730600,73,school,Collins South School,education
354213172,872664cc6ffffff,882664cc61fffff,17031843800,61,place_of_worship,Who So Ever Will Let Him Come Missionary Baptist Church,civic_community
354213175,872664cf0ffffff,882664cf09fffff,17031600400,60,place_of_worship,Victory Bible Church,civic_community
354213186,872664c13ffffff,882664c13dfffff,17031071100,7,place_of_worship,Zen Buddhist Temple,civic_community
354213190,872664cc6ffffff,882664cc67fffff,17031834700,68,place_of_worship,Willing Workers of God Christian and Missionary Alliance Church,civic_community
354213224,872664565ffffff,8826645655fffff,17031491400,49,place_of_worship,United Bibleway Community Missionary Baptist Church,civic_community
354213241,872664c85ffffff,882664c857fffff,17031251700,25,place_of_worship,Universal Missionary Baptist Church,civic_community
354213329,872664c8cffffff,882664c8c1fffff,17031290900,29,place_of_worship,Kingdom Restoration Christian Center,civic_community
354213340,872664c8cffffff,882664c8cdfffff,17031261000,26,place_of_worship,Saint Rest Number 2 Missionary Baptist Church,civic_community
354213343,872664c80ffffff,882664c801fffff,17031251400,25,place_of_worship,Saint Rome Missionary Baptist Church,civic_community
354213366,872664c80ffffff,882664c801fffff,17031251400,25,place_of_worship,Saint Luke Missionary Baptist Church,civic_community
354213380,872664caeffffff,882664cac5fffff,17031241000,24,place_of_worship,Rockwell Baptist Church,civic_community
354213382,872664c85ffffff,882664c80bfffff,17031251600,25,place_of_worship,Progressive Solid Rock Missionary Baptist Church,civic_community
354213397,872664cdcffffff,882664cdc9fffff,17031671800,67,place_of_worship,Rayfield Missionary Baptist Church,civic_community
354213401,872664564ffffff,882664564bfffff,17031490902,49,place_of_worship,Pullman Christian Reformed Church,civic_community
354213409,872664cd1ffffff,882664cd1bfffff,17031671200,67,place_of_worship,Saint John Evangelist Missionary Baptist Church,civic_community
354213445,872664c16ffffff,882664c165fffff,17031060300,6,place_of_worship,Rissho Kosei-Kai Church of Chicago,civic_community
354213453,872664c80ffffff,882664c80dfffff,17031251300,25,place_of_worship,True Gospel Missionary Baptist Church,civic_community
354213456,872664c80ffffff,882664c805fffff,17031251300,25,place_of_worship,Truevine Baptist Church,civic_community
354213460,872664c80ffffff,882664c80dfffff,17031251300,25,place_of_worship,Sunny Mount Zion Missionary Baptist Church,civic_community
354213474,872664c8cffffff,882664c8c5fffff,17031290900,29,place_of_worship,Threeway Missionary Baptist Church,civic_community
354213478,872664560ffffff,8826645601fffff,17031491300,49,place_of_worship,Pure in Heart Missionary Baptist Church,civic_community
354213481,872664cdcffffff,882664cdcbfffff,17031710200,71,place_of_worship,Revealing Missionary Baptist Church,civic_community
354213485,872664c88ffffff,882664c881fffff,17031301802,30,place_of_worship,Restoration of the Primitive Christian Church the Light of the World,civic_community
354213489,872664c85ffffff,882664c855fffff,17031251700,25,place_of_worship,True Faith Missionary Baptist Church,civic_community
354213496,872664caaffffff,882664caa3fffff,17031271200,27,place_of_worship,The Tree of Life Church of Christ,civic_community
354213507,872664cdcffffff,882664cdc7fffff,17031710300,71,place_of_worship,Shining Star Missionary Baptist Church,civic_community
354213511,872664c85ffffff,882664c855fffff,17031251100,25,place_of_worship,Spiritual Rock Missionary Baptist Church,civic_community
354213523,872664c85ffffff,882664c85bfffff,17031231200,23,place_of_worship,Seven Star Missionary Baptist Church,civic_community
354213526,872664cdcffffff,882664cdc7fffff,17031710500,71,place_of_worship,Second Mount Calvery Missionary Baptist Church,civic_community
354213545,872664cdcffffff,882664cdc7fffff,17031710400,71,place_of_worship,Theorem Missionary Baptist Church,civic_community
354213596,872664c81ffffff,882664c815fffff,17031251900,25,place_of_worship,Soul Saving Missionary Baptist Church,civic_community
354213837,872664c8cffffff,882664c8ddfffff,17031841500,29,place_of_worship,Shining Star Missionary Baptist Church,civic_community
354214126,872664560ffffff,8826645607fffff,17031530501,53,place_of_worship,Zion Missionary Baptist Church,civic_community
354214391,872664cddffffff,882664cdd3fffff,17031834000,49,place_of_worship,Beacon Light Baptist Church,civic_community
354214405,872664c8cffffff,882664c8c7fffff,17031292500,29,place_of_worship,Asia Missionary Baptist Church,civic_community
354214444,872664ccaffffff,882664cca9fffff,17031440900,44,place_of_worship,Burnside Community Baptist Church,civic_community
354214459,872664cc2ffffff,882664cc23fffff,17031681100,68,place_of_worship,Blooming Rose Deliverance Church,civic_community
354214484,872664ccaffffff,882664ccabfffff,17031440800,44,place_of_worship,Bethlehem Star Missionary Baptist Church,civic_community
354214550,872664cc6ffffff,882664cc67fffff,17031834700,68,place_of_worship,Alev Rose of Sharon Baptist Church,civic_community
354214568,872664521ffffff,8826645217fffff,17031640600,64,place_of_worship,Baptist Revival Center,civic_community
354214743,872664c10ffffff,882664c12bfffff,17031071100,7,school,Presbyterian Theological Seminary,education
354215112,872664c81ffffff,882664c8cdfffff,17031261000,26,place_of_worship,The King David Baptist Church,civic_community
354215117,872664cd5ffffff,882664cd53fffff,17031670300,67,place_of_worship,Kingdom of Christ Baptist Church,civic_community
354215127,872664cdcffffff,882664cdc3fffff,17031710800,71,place_of_worship,Kendrick Memorial Missionary Baptist Church,civic_community
354215151,872664cdcffffff,882664cdc7fffff,17031710300,71,place_of_worship,Little Mount of Hope Missionary Baptist Church,civic_community
354215156,872664cd1ffffff,882664cc25fffff,17031671200,67,place_of_worship,Little Saint Matthews Baptist Church,civic_community
354215236,872664c81ffffff,882664c811fffff,17031252202,25,place_of_worship,Isaiah Mission Baptist Church,civic_community
354215250,872664c8dffffff,882664c8ddfffff,17031841400,29,place_of_worship,Holy Star Light Missionary Baptist Church,civic_community
354215264,872664cd8ffffff,882664cdd5fffff,17031711000,71,place_of_worship,Mount Zion Missionary Baptist Church,civic_community
354215278,872664cb1ffffff,882664cb03fffff,17031831500,19,place_of_worship,Mont Clare Gospel Church,civic_community
354215293,872664cc3ffffff,882664cc39fffff,17031690400,69,place_of_worship,Prayer Band General Assembly,civic_community
354215320,872664c8cffffff,882664c8cbfffff,17031291200,29,place_of_worship,Mount Ebenezer Baptist Church,civic_community
354215339,872664564ffffff,8826645609fffff,17031491000,49,place_of_worship,Mary Magdalene Missionary Baptist Church,civic_community
354215357,872664cf5ffffff,882664cf55fffff,17031340500,34,place_of_worship,Liberty Union Baptist Church,civic_community
354215371,872664c8cffffff,882664c8c5fffff,17031290900,29,place_of_worship,Mount Calvary Missionary Baptist Church,civic_community
354215389,872664cabffffff,882664cabdfffff,17031271800,27,place_of_worship,Mars Hill Missionary Baptist Church,civic_community
354215803,872664c8cffffff,882664c8c5fffff,17031290900,29,place_of_worship,Commonwealth Baptist Church,civic_community
354215808,872664cdcffffff,882664cdc3fffff,17031710800,71,place_of_worship,Community Faith Baptist Church,civic_community
354215813,872664cc3ffffff,882664cc37fffff,17031691200,69,place_of_worship,Christs Temple Church of God in Christ Baptist Church,civic_community
354215832,872664c8dffffff,882664c8ddfffff,17031841600,29,place_of_worship,Community Missionary Baptist Church,civic_community
354215847,872664c8dffffff,882664c8ddfffff,17031841600,29,place_of_worship,Douglas Park Baptist Church,civic_community
354215892,872664caeffffff,882664cae9fffff,17031241000,24,place_of_worship,Central Spanish Baptist Church,civic_community
354215901,872664560ffffff,8826645601fffff,17031491300,49,place_of_worship,Christian Covenant Baptist Church,civic_community
354215905,872664cabffffff,882664ca87fffff,17031837400,27,place_of_worship,Christian Greater Rock Baptist Church,civic_community
354215910,872664ccaffffff,882664cca7fffff,17031490600,49,place_of_worship,Christ Temple Missionary Baptist Church,civic_community
354215935,872664cc0ffffff,882664cc01fffff,17031400800,40,place_of_worship,Christian Love Baptist Church,civic_community
354215974,872664cc2ffffff,882664cc27fffff,17031834900,67,place_of_worship,First Community Baptist Church,civic_community
354215988,872664c8cffffff,882664c8cdfffff,17031261000,26,place_of_worship,First Corinthians Missionary Baptist Church,civic_community
354216003,872664cc6ffffff,882664cc6bfffff,17031834600,68,place_of_worship,First Timothy Missionary Baptist Church,civic_community
354216037,872664cd8ffffff,882664cd8dfffff,17031711200,71,place_of_worship,Emmanuel Baptist Church,civic_community
354216056,872664ca1ffffff,882664ca13fffff,17031832400,22,place_of_worship,Fairfield Avenue Baptist Church,civic_community
354216062,872664c8cffffff,882664c8cbfffff,17031841500,29,place_of_worship,Fairfield Baptist Church,civic_community
354216071,872664cc3ffffff,882664cc39fffff,17031690400,69,place_of_worship,Evening Star Baptist Church,civic_community
354216076,872664cd1ffffff,882664cc25fffff,17031671200,67,place_of_worship,Faith Tabernacle Baptist Church,civic_community
354216129,872664c80ffffff,882664c801fffff,17031251400,25,place_of_worship,Greater First Baptist Missionary Baptist Church,civic_community
354216153,872664cc1ffffff,882664cc15fffff,17031690500,69,place_of_worship,Grace Fellowship Baptist Church,civic_community
354216161,872664c8cffffff,882664c8c5fffff,17031290900,29,place_of_worship,Greater Christian Light Baptist Church,civic_community
354216228,872664cabffffff,882664cab5fffff,17031837300,27,place_of_worship,Greater Thyatiya Missionary Baptist Church,civic_community
354216596,872664cd5ffffff,882664cd5bfffff,17031680500,68,place_of_worship,Greater New Mount Zion Missionary Baptist Church,civic_community
354216621,872664c8cffffff,882664c8c3fffff,17031292200,29,place_of_worship,Greater Progressive Missionary Baptist Church,civic_community
354216625,872664cc3ffffff,882664cc3dfffff,17031690300,69,place_of_worship,Greater Mount Tabor Baptist Church,civic_community
