geoid10,poi_count,count_poi_types,poi_type_list,poi_list
17031150200,82,41,"restaurant, florist, laundry, sewing, doctors, dentist, computer, museum, restaurant, theatre, ice_cream, bakery, fast_food, hearing_aids, clothes, restaurant, beauty, arts_centre, arts_centre, fast_food, optician, newsagent, tobacco, money_transfer, beauty, clothes, furniture, massage, dentist, dentist, dentist, doctors, doctors, doctors, doctors, restaurant, beauty, bank, driving_school, cafe, bar, cafe, bar, bar, bicycle_rental, restaurant, paint, mobile_phone, convenience, restaurant, ice_cream, fast_food, collector, bicycle_rental, bicycle_rental, restaurant, fuel, place_of_worship, pharmacy, optician, bank, variety_store, fast_food, place_of_worship, car_repair, fast_food, convenience, cinema, bank, fire_station, convenience, fuel, fast_food, hardware, fast_food, fuel, fast_food, convenience, fuel, place_of_worship, school, bus_station","Las Tablas, Lorch Bros. Flowers, LaPorte Landromat, Singer, Athletico Physical Therapy, DentalWorks, Computer One, National Veterans Art Museum, Community Tavern, Filament Theatre, Josi's Frozen Yogurt, Six Corners Bakery, Subway, Miracle-Ear, Fantasy Costumes, Lomas Verdes, Today's Avon, Inside Out Art Studio, Chicago Ballet Center, Jimmy John's, Pearle Vision, City Newsstand, SMOKE ALOT WIRELESS, Western Union, Luxe Blue, Foxwill, Quest Modern Design, Kingston Reflexology, Associates for General Dentistry, Optima Family Dental, A&J Dental, Dr. Wanda Sygieda, Grand Vein Specialists Ever Clinic, Munoz Medical Center, Chicago Allergy Center, Ysabel’s Grill, Brothers Hair Design, Chase, Warsaw Driving School, Antojitos Colombianos, Babe’s On Milwaukee, City News Cafe, Di’s Den, Moonflower, Milwaukee Ave & Cuyler Ave, Simon Tacos, Sherwin-Williams, Verizon, Amoco, Bacci Pizzeria, Baskin-Robbins, Frank's Shrimp House, Maximum Distractions, Milwaukee Ave & Agatite Ave, Lavergne Ave & Lawrence Ave, Migos Fine Foods, Shell, Romanian Baptist Church, Walgreens, Visionworks, Parkway Bank, Dollar Tree, Burger King, Living Witness Apostolic Faith Temple, Pep Boys, Dunkin', Shell, Portage Theater, Bank of America, Chicago Fire Department Engine Company 108, BP Shop, BP, Johnny's Hot Dog Express, Smolka True Value Hardware, McDonald's, Amoco, Dunkin', BP Shop, BP, Saint John's Lutheran Church, Saint John School, Cicero & Pensacola Terminal"
17031150300,44,33,"bank, hairdresser, books, clothes, atm, artwork, car_parts, bank, laundry, restaurant, nutrition_supplements, hairdresser, hairdresser, bicycle, coffee, bakery, bar, cannabis, florist, deli, bicycle_rental, school, pharmacy, place_of_worship, pet_grooming, car, car_rental, fuel, convenience, alcohol, supermarket, bank, pastry, theatre, bank, place_of_worship, deli, hearing_aids, library, place_of_worship, post_office, school, school, car","Huntington Bank, House of Hair, Polonia Bookstore, I Am Trendii Boutique, Quarks VI, O'Reilly Auto Parts, Chase, The Friendly Wash Laundromat, China Star, Monk's Herb Center, Criss Hair Design, Goca's Hair Salon, Cosmic Bikes, Cafe Refreshed, Ideal Pastry, The Windsor Tavern, Columbia Care, 4 Get Me Not, Saravale Meat Market, Linder Ave & Montrose Ave, Portage Park Elementary School, Walgreens, Romanian Eastern Orthodox Church of Saint Mary, Bark Out Loud, Autobarn City Volkswagen, Enterprise, Mobil, Mobil Mart, Milwaukee Food & Liquor, Jewel-Osco, Hoyne Savings Bank, Ideal Pastry, Windy City Music Theatre, Hoyne Savings Bank, Our Lady of Victory Roman Catholic Church, Montrose Deli, SpectraSound, Jefferson Park Branch Library, Congregational Church of Jefferson Park, Jefferson Park Post Office, Vaughn Occupational High School, Our Lady of Victory School, Marino Chrysler Jeep Dodge"
17031150401,37,24,"pub, florist, restaurant, hairdresser, dentist, restaurant, beauty, beauty, dentist, video, hairdresser, computer, bar, restaurant, supermarket, bicycle_rental, dentist, clinic, restaurant, pub, fast_food, bar, place_of_worship, funeral_directors, place_of_worship, electrical, pastry, restaurant, dentist, alcohol, nutrition_supplements, deli, school, bank, cafe, bakery, bakery","Galvin's Public House, Casa Blanca Flowers, Taquería Amigo Chino, Art of Hair Beauty Salon, Lawrence Plaza Dental, A Taste of the Philippines, Illinois Nails, OM Spa, Marszalek Dental Clinic, Monica's Video, Simply Chic Beauty Salon, Computer Planet, Six Penny Bit, El Asadero Colombiano, La Bodega - Food Market, Menard Ave & Lawrence Ave, Chicago Center For Restorative Dentistry, Central Medical Clinic of Chicago, Smakosz Restaurant, Printer's Row Brewing, Dunkin', Brigadoon, Hungarian Baptist Church, Muzyka & Son Funeral Home, CSI Christ Church of Chicago, MGD Electric, Delightful Pastries, Broasted Chicken Royale, Klempka Dental, Prestige Liquors, Natural Beginnings Health Food, J & J European Deli, Ernst Prussing Elementary School, Chase, Starbucks, Sicilia Bakery, Sandy's Bakery & Deli"
17031150402,21,15,"fast_food, fast_food, laundry, fast_food, florist, bicycle_rental, artwork, school, fuel, convenience, ice_cream, convenience, fast_food, hardware, seafood, fast_food, variety_store, bank, place_of_worship, place_of_worship, car_repair","Scoop's, Pete's Pizzeria, Little Caesars, Dahlia Blooms, Mason Ave & Montrose Ave, Vasil Levski, Hyman Rickover Naval Academy, Shell, Shell, Mia's Gelato, 7-Eleven, DQ Grill & Chill, Crafty Beaver, Hagen's Fish Market, McDonald's, Dollar Tree, BMO, Sv. Ivan Rilski Bulgarian Orthodox Church, Community of Christ, Montrose Auto Clinic"
17031150501,4,4,"bicycle_rental, place_of_worship, funeral_directors, school","Melvina Ave & Giddings St, Saint Robert Bellarmine Roman Catholic Church, Lawrence Funeral Home, Saint Bellarmine School"
17031150502,22,15,"fast_food, restaurant, fast_food, cafe, restaurant, convenience, restaurant, jewelry, restaurant, convenience, post_office, deli, fuel, cinema, library, childcare, dry_cleaning, place_of_worship, childcare, school, school, social_facility","Tom & Jerry's Gyros, A's Restaurant & Pancake House, Flip, Perkolator, Bistro 6050, BP Shop, Pizza y Pan pa'ya, Magic Jug, Drake Quick Stop, The UPS Store, Qasr al Nakhil Grocery, BP, Patio Theater, Austin-Irving Branch Library, Little Scholars Learning Center, Norwood Cleaners, LightSource Foundation Church, Promiseland Learning Center, Smyser Elementary School, Providence Center, St. Mary of Providence"
17031150600,23,12,"place_of_worship, place_of_worship, bicycle, restaurant, bar, cafe, restaurant, cafe, dentist, clothes, clinic, childcare, childcare, place_of_worship, restaurant, bicycle_rental, bicycle_rental, hairdresser, place_of_worship, place_of_worship, fire_station, restaurant, place_of_worship","Nebo Lutheran Church, Nebo Lutheran Church Hall, Rudy's Cycle and Fitness, BRGRBELLY, Easy Street, Tea’se Tea Shoppe, Burgundy Restaurant, Chicago Billiard Cafe, Copeland Dental Care, J G Uniforms, Chicagoland Foot and Ankle, Kinder Academy Daycare, Happy Kids Preschool & Daycare Center, Shrine of the Sacred Heart Jesuit Millennium Center, Bluebird Portage Park, Grace St & Central Ave, Marmora Ave & Irving Park Rd, Aurora's Family Hair Care, Chicago Fil-Am Seventh-day Adventist Church, Portage Park Gospel Chapel, Chicago Fire Department Engine Company 94, Giordano's Pizzeria, Portage Park Evangelical Covenant Church"
17031150700,20,12,"school, bar, cafe, convenience, bicycle_rental, wool, bicycle_rental, cafe, tattoo, place_of_worship, fuel, car, place_of_worship, car, car, school, chemist, car, car, storage_rental","Portage Park Day Nursery, Sutherland’s Food & Spirits, Portage Grounds, BP Shop, Long Ave & Irving Park Rd, The Bloomin' Spindle, Laramie Ave & Irving Park Rd, Ciao Ciao Gelato Cafe, The Bridge Community Church, BP, Marino Chrysler Jeep Dodge, Fil-American Baptist Church, William P. Gray School, CVS Pharmacy, Mike Anderson Chevrolet, CubeSmart"
17031150800,37,20,"restaurant, motel, dojo, fast_food, restaurant, mobile_phone, money_lender, arts_centre, jewelry, hairdresser, mobile_phone, dentist, doctors, dentist, doctors, hairdresser, dentist, hairdresser, money_lender, clothes, restaurant, hairdresser, restaurant, beauty, fast_food, dentist, tattoo, bar, alcohol, bed, place_of_worship, place_of_worship, place_of_worship, school, restaurant, fast_food, car","Tata's Tacos, Irving Hotel - SRO, Midwest Academy of Tae Kwon Do, Mr. Submarine, Hong Kong Restaurant, T-Mobile, AmeriCash Loans, Rico Music & Art, Gato & Sons, Jesse's Barbershop, Metro by T-Mobile, Webster Dental Care, Dr. Kenneth Brocker, Irving Park Periodontics, Dr. Spencer & Dr. Blount-Odum, MVX Beauty Club, Cicero Irving Park Dental, Hairways, Enviros De Dinero, Rasenick's Workwear, Peru Criollo, Villa Roma, Six Corners Bistro, Town Nails, Domino's, Family Dental, Ink and Iron Custom Tattoo Studio, MCM Pub and Eatery, Binny's Beverage Depot, American Mattress, Saint Bartholomews Roman Catholic Church, Saint Thomas United Church of Christ, Lutheran Church of the Redeemer, Saint Bartholomew School, Culver's, Marino Chrysler Jeep Dodge"
17031151001,5,5,"bicycle_rental, supermarket, convenience, school, library","Leclaire Ave & Belmont Ave, Supermarket Martins, Food Market Santa Fe, Foreman College and Career Academy, Portage-Cragin Branch Library"
17031151002,14,11,"school, restaurant, convenience, laundry, fast_food, bicycle_rental, bicycle_rental, supermarket, social_facility, place_of_worship, fast_food, post_office, fast_food, car_parts","Midwest Christian Academy, Taqueria y Restaurant Poncitlan, 7-Eleven, J & B Laundromat & Dry Cleaners, Chinese Kitchen, Lamon Ave & Belmont Ave, Cicero Ave & Roscoe Ave, Tony's Fresh Market, After School Matters, Midwest Bible Church, McDonald's, Irving Park Post Office, KFC, AutoZone"
17031151100,17,13,"school, school, car_wash, bakery, bakery, cafe, bicycle_rental, driving_school, doctors, hardware, fast_food, fast_food, supermarket, place_of_worship, place_of_worship, convenience, fuel","Saint Ladislaus School, Mid-America Beauty School, Koziol Car Wash, Cake’n It - Home Bakery, Carnicerias Jimenez, Mather’s More Than a Cafe, Laramie Ave & Addison Ave, Progressive Truck Driving School Inc., Chicago Skin Clinic, Polski True Value Hardware, Popeyes, Taco Bell, Carniceria Jimenez, Saint Ladislaus Catholic Church, Saint Andrews Lutheran Church, Shell, Shell"
17031151200,14,11,"supermarket, fuel, bank, bar, bicycle_rental, bicycle_rental, dentist, school, variety_store, convenience, bank, pharmacy, hospital, school","Tony's Fresh Market, Marathon, Chase, Chicago by Night, Central Ave & Roscoe St, Major Ave & Addison St, Forever Dental - Belmont Avenue, Saint Patrick High School, Dollar Tree, Marathon, U.S. Bank, Walgreens, Community First Medical Center, Peter A. Reinberg Elementary School"
17031160100,15,11,"bar, bar, convenience, doctors, restaurant, cafe, bicycle_rental, dentist, car_repair, place_of_worship, place_of_worship, place_of_worship, museum, fuel, convenience","5th Province, Sidekicks, 7-Eleven, Swedish Medical Group - Mayfair, Mayfair Restaurant, Coffee Chat, Kenneth Ave & Lawrence Ave, Emergency Dentist of Chicago, Jiffy Lube, Mayfair Bible Church, Northwest Church of Christ, Mayfair United Methodist Church, Irish American Heritage Center, Marathon, Marathon"
17031160200,20,12,"variety_store, pub, bar, bar, bar, bar, bicycle_rental, bicycle_rental, bicycle_rental, car, social_facility, car, restaurant, restaurant, storage_rental, place_of_worship, laundry, place_of_worship, school, bakery","The Pursuit Supply Co., ERIS Brewery and Cider House, McNamara’s, O’Donnell’s, Old Irving Brewing, Lake Effect Brewing Company, Kilbourn Ave & Irving Park Rd, Knox Ave & Montrose Ave, Kildare Ave & Montrose Ave, Mid City Subaru, Lydia Childrens Home, Mid City Nissan, Chicago's Pizza, Tim Tim's Halal Grill, Extra Space Storage, Kingdom Hall of Jehovah's Witnesses, Saint Edward's Roman Catholic Church, Saint Edward School, Le Parisien"
17031160300,22,13,"bakery, bar, bar, restaurant, hairdresser, appliance, hairdresser, restaurant, restaurant, school, fire_station, fuel, bank, convenience, place_of_worship, place_of_worship, car_repair, car_repair, car_repair, place_of_worship, place_of_worship, bus_station","Cuenca’s Bakery, The Unforgettable Bar, The Cabin At Old Irving, Northside Grill, Robert Chavez Hair Studio, Sundberg America, Justin's Hair Design, Kunafa Nabulsia, Zebda, Belding Elementary School, Chicago Fire Department Engine Company 69, Shell, Huntington Bank, Shell, Fullness Presbyterian Church, Korean Catholic Church, Thom’s Four Wheel Drive and Auto Service, Carmex Mufflers and Brakes, Midas, Saint Athanasios & Saint Ioannis Greek Orthodox Church, Muslim Community Center, Irving Park & Keystone Terminal"
17031160400,36,24,"hairdresser, bakery, restaurant, bar, cafe, cafe, bar, library, bicycle_rental, fast_food, fast_food, funeral_directors, gallery, tattoo, gallery, art, doityourself, car_parts, bicycle, restaurant, community_centre, fuel, convenience, community_centre, place_of_worship, bank, clinic, convenience, fuel, car_repair, place_of_worship, supermarket, car_repair, variety_store, place_of_worship, place_of_worship","Doll Revolution, Cafe Urbano, Chicken Works & Salad Company, Hearth and Crust, Stay & Play Board Game Cafe, Lucky Charm Cafe, Paddy Mac’s, Independence Branch Library, Monticello Ave & Irving Park Rd, Dunkin', Dunkin', Midtown Funeral Home and Cremation Options, Color Club, Twisted Tattoo, Ruschman, Lot'sa, The Stripp Joynt, Genesis Auto Supply, DS Bicycles, The Sugar Hole, First Bulgarian Center, Citgo, Citgo, Irving Park Lutheran Church Parish Hall, Irving Park Lutheran Church, Wintrust - Mayfair, DaVita Dialysis, BP Shop, BP, Auto Body, Chicago Central Mosque & Islamic Center, Tony's Fresh Market, Andy's Collision Center, Famliy Dollar, Grace Evangelical Covenant Church, Bethel United Methodist Church"
17031160501,10,9,"bar, travel_agency, bakery, convenience, pharmacy, fuel, supermarket, car_parts, convenience, school","Surge Coffee Bar & Billiards - Albany Park, Quizhpi Express, Salgado’s Bakery, BP Shop, CVS Pharmacy, BP, Cermak Fresh Market, AutoZone, 7-Eleven, Patrick Henry Elementary School"
17031160502,12,9,"convenience, bar, bakery, bar, childcare, restaurant, restaurant, cafe, craft, convenience, bank, social_facility","Cactus Food & Liquors, T & A Too, Tanos Bakery, The Kedzie Inn, Rainbow School Daycare, House of Wah Sun, El Alebrije, Miko's Italian Ice, Inclement Craft, Sai Food Mart, Chase, G&A Senior Residence at Kedzie"
17031160601,15,9,"bakery, bicycle_rental, bicycle_rental, picnic_site, picnic_site, picnic_site, picnic_site, pub, school, bakery, chemist, bar, place_of_worship, fast_food, bicycle_rental","El Trigal Mexicana Bakery, Albany Ave & Montrose Ave, Francisco Ave & Montrose Ave, Horner Picnic Grove, Horner Picnic Grove, Templestowe Pub, Bateman Elementary School, Sanabel Bakery & Grocery, Walgreens, Montrose Saloon, Korean Christian Reformed Church, Emma's Fruitas, California Ave & Montrose Ave"
17031160602,19,11,"second_hand, bar, restaurant, convenience, fast_food, restaurant, laundry, bar, bar, restaurant, bar, bar, bicycle_rental, money_lender, money_transfer, place_of_worship, fast_food, convenience, fuel","Village Thrift Store, LeaderBar Drafthouse & Eatery, Easy Street Pizza & Patio, 7-Eleven, Subway, Lo's China Kitchen, Serbian Village, Brickhouse Bar & Grill, Raisu Japanese Fine Dining, Windy City Playhouse, Lizard’s Liquid Lounge, Whipple St & Irving Park Rd, Kedzie Irving Currency Exchange, Western Union, Celestial Church of Christ, Burger King, Shell, Shell"
17031160700,32,18,"hobby, restaurant, cafe, fast_food, restaurant, restaurant, laundry, laundry, paint, veterinary, music, fast_food, music, bicycle_rental, ice_cream, supermarket, fast_food, fast_food, bicycle_rental, restaurant, social_facility, school, antiques, chemist, place_of_worship, bar, place_of_worship, bar, restaurant, place_of_worship, kindergarten, school","Pj's Trick Shop, Mi Cuidad, Beograd Cafe, Dunkin', Dharma Garden, The Famous Taco Burrito, Mr Bubble, Sherwin-Williams, VCA Animal Hospital, The Music Store, Alex's Hot Dogs, Bloodshot Records, California Ave & Byron St, Baskin-Robbins, Dollar City, Taco Bell, KFC, Troy St & Grace St, The Churro Waffle, Paul House, Cleveland Elementary School, Lincoln Antique Mall, Walgreens, New Apostolic Church, Christina's Place, Bethany United Methodist Church, Pete’s Place, Cascabel Taco Joint, Gospel Chapel, TC Scholars Preschool, Chicago Jewish Day School"
17031160800,30,17,"laundry, pub, laundry, bar, bakery, restaurant, bicycle_rental, bicycle_rental, bicycle_rental, mobile_phone, restaurant, restaurant, restaurant, ice_cream, restaurant, second_hand, school, school, post_office, fast_food, place_of_worship, fast_food, bank, car_repair, pet, car_repair, restaurant, second_hand, convenience, fast_food","The Friendly Wash, Fuller's Pub, Spin It Up Laundry, Angie’s Bar & Grill, Cassava, Little Bucharest Bistro, Sawyer Ave & Irving Park Rd, Bernard St & Elston Ave, Drake Ave & Addison St, T-Mobile, Jet's Pizza, Munchies Gyros & Pizza, Burrito House, Baskin-Robbins, Lao Der, Community Donation Center, CICS Irving Park School, Murphy Elementary School, Daniel J. Doffyn Post Office, White Castle, Immaculate Heart of Mary Roman Catholic Church, Dunkin', U.S. Bank, Jiffy Lube, Pet Supplies Plus, Firestone, Little Bucharest Bistro, Unique Thrift Store, 7-Eleven, Chick-fil-A"
17031160900,9,8,"books, fast_food, restaurant, fast_food, community_centre, place_of_worship, school, convenience, fuel","Chicago Bibles & Books, Subway, JT's Genuine Sandwich Shop, McDonald's, Women’s Community Club Building, Park View Lutheran Church, Disney II Magnet School - Lawndale, Shell, Shell"
17031161000,19,10,"cafe, cafe, restaurant, bar, bicycle_rental, restaurant, restaurant, agrarian, pharmacy, restaurant, car_repair, place_of_worship, chemist, restaurant, place_of_worship, school, school, restaurant, restaurant","Berrista Coffee, Backlot Coffee, Chicago Taco Authority, Brudders Bar and Grill, Avondale Ave & Irving Park Rd, Shokran, Lou Malnati's Pizzeria, MoneyTree Genetics, Walgreens, La Villa Restaurant, Home of Harmony, Vivekananda Vedanta Society of Chicago, Walgreens, Golden Nugget Pancake House, Saint Viator Roman Catholic Church, Saint Viator Elementary School, Disney II Magnet School - Kedvale, Smoque BBQ, Hot Woks Cool Sushi"
17031161100,15,12,"cafe, fast_food, fast_food, bicycle_rental, gift, restaurant, bar, place_of_worship, place_of_worship, locksmith, storage_rental, place_of_worship, school, car_wash, clinic","Starbucks, Subway, Dunkin', Milwaukee Ave & Kilbourn Ave, Edible Arrangements, Leona's, The Booze Hound, Mount Olive Lutheran Church, Saint John's Episcopal Church, Bullis Lock Co., Extra Space Storage, Irving Park Baptist Church, Schurz High School, Express Car Wash, Northwestern Medicine Outpatient Center"
17031161200,6,5,"dojo, cafe, bicycle_rental, bicycle_rental, restaurant, school","Choi Karate Institute, Bia’s Café Marianao, Kilbourn Ave & Roscoe St, Kostner Ave & Belmont Ave, Astoria, Intrinsic Charter School"
17031161300,30,17,"restaurant, bar, restaurant, bar, cafe, bar, bakery, events_venue, bicycle_rental, ice_cream, car_repair, restaurant, mobile_phone, car_repair, supermarket, bakery, laundry, fast_food, doors, medical_supply, laundry, variety_store, bar, fast_food, restaurant, restaurant, restaurant, place_of_worship, fast_food, school","La Oaxaqueña, Live Wire Lounge, Big Bear Sushi & Thai, Belford Tavern, City Cafe, Hangovers Sports Bar and Liquor Store, Hellas Fillas, Avondale Music Hall, Addison St & Kedvale Ave, La Michoacana, Casa Caidas, Taqueria La Oaxaquena Restaurant, Total by Verizon, Crash Champions, Windy City Produce, La Baguette Mexican Bakery, Soap Box Laundry, McDonald's, A-Reliable Glass & Door Corp., Advanced Medical Supply, Speed Queen, Dollar Tree, PL Lounge, Los 2 Primos, Manee Thai, Brasa Roja, La Humita, All Saints Antiochian Orthodox Church, Wendy's, Scammon Elementary School"
17031170100,46,33,"school, theatre, atm, library, cafe, books, optician, ice_cream, fast_food, fast_food, supermarket, fast_food, bank, pharmacy, bureau_de_change, dentist, school, cafe, charging_station, cafe, bicycle_rental, cafe, hearing_aids, photo, nuts, hairdresser_supply, beauty, shoes, atm, bicycle_rental, artwork, beauty, hairdresser, bed, college, school, place_of_worship, fast_food, car_parts, bakery, vehicle_inspection, department_store, hospital, theatre, social_facility, school","New Horizon Center for the Developmentally Disabled, Stage Wright Theater, Affinity Optical, Baskin-Robbins, China Chef, Dunkin', Jewel-Osco, Subway, Huntington Bank, Osco Drug, J Kim Dental Ltd, Maryville Center for Children, SGA cafe, Eli’s Cheesecake, Harlem Ave & Irving Park Rd, Gosa Tea, Beltone, Victor Studio, Superior Nut Chicago, Sally Beauty, H&D Nails Spa, Skechers, Bank of America, Narragansett Ave & Montrose Ave, Nesewin - How to Breathe Underwater, H&D Nail Spa, Gallery of Hair, Discount Mattress, Wilbur Wright College, Chicago Latvian Krisjanis Barons School, Chicago Latvian Zion Lutheran Church, Burger King, AutoZone, Eli's Cheesecake Factory, Air Team Vehicle Emissions Testing Station, TJ Maxx, Chicago-Read Mental Health Center, Illinois Veterans' Home Chicago, Taft High School Freshman Academy"
17031170200,14,9,"school, school, bicycle_rental, bicycle_rental, clothes, second_hand, hairdresser, bed, place_of_worship, fuel, convenience, place_of_worship, place_of_worship, school","Messiah School, Saint Pascal's School, Meade Ave & Addison St, Narragansett Ave & Irving Park Rd, Kasia's Bridal & Special Occasion Boutique, Greater Goods Community Thrift, Betty's & Nick's, Sleep Haven Mattresses, Christadelphian Church, BP, BP Shop, Saint Pascal Roman Catholic Church, Messiah Lutheran Church, O A Thorp Scholastic Academy"
17031170300,25,16,"furniture, fast_food, supermarket, coffee, bar, ice_cream, bicycle_rental, bicycle_rental, fuel, convenience, post_office, restaurant, fuel, cafe, place_of_worship, place_of_worship, fast_food, fast_food, fast_food, car_repair, place_of_worship, fast_food, bank, convenience, school","Idea, Mr Zee's Famous Chicken, Montrose Food Mart & Deli, Café San Francesco, The Nest Bar & Eatery, Baskin-Robbins, Harlem Ave & Grace Ave, Newcastle Ave & Irving Park Rd, Shell, Shell, Roger P. McAuliffe Post Office, Jolly Inn Restaurant & Banquet Hall, BP, Starbucks, Saint John Syrian Orthodox Church, Norwood Bible Church, Mr. Beef & Pizza on Harlem, KFC, Wendy's, Mayer's, Martin Luther Lutheran Church, Dunkin', Old National Bank, BP Shop, Norman Bridge Elementary School"
17031170400,10,10,"mobile_phone, car_repair, bar, fast_food, optician, rental, bicycle_rental, fire_station, bank, place_of_worship","T-Mobile, BJ's Auto Repair, The Brewery, Jimmy John's, America's Best Contacts & Eyeglasses, U-Haul, Oriole Ave & Irving Park Rd, Chicago Fire Department Engine Company 86, PNC Bank, Forest Preserve Bible Church"
17031170500,12,8,"bar, bar, bicycle_rental, bicycle_rental, hairdresser, car_repair, funeral_directors, place_of_worship, place_of_worship, fast_food, fast_food, school","Draft Bar, Old 41 Saloon, Pittsburgh Ave & Irving Park Rd, Panama Ave & Grace St, Angie's Hair Studio, Uno Auto Service, Rago Brothers Funeral Homes, Saint Michael Lutheran Church, Irvingwood - Acacia Presbyterian Church, Bob-O's Hot Dog's, Lonnie's Pizzeria, Canty Elementary School"
17031170600,5,4,"bank, community_centre, place_of_worship, bank, school","Belmont Bank & Trust, Saint Francis Borgia Parish Hall, Saint Francis Borgia Church, Fifth Third Bank, Saint Francis Borgia School"
17031170700,4,3,"bicycle_rental, bicycle_rental, deli, bar","Orange Ave & Addison St, Overhill Ave & Belmont Ave, Nottoli & Son, Club Belmont"
17031170800,20,15,"school, cafe, fast_food, dentist, hairdresser, music_school, clothes, bicycle_rental, bicycle_rental, school, fast_food, variety_store, bakery, restaurant, fast_food, fast_food, bank, place_of_worship, library, kindergarten","Benson Art Beat, La Capannina Coffee, Domino's, Tunes and Taps, Annabella, Oketo Ave & Addison St, Roscoe St & Harlem Ave, Dever Elementary School, Taco Burrito King, Dollar Tree, Pasta Fresh, BarTucci, McDonald's, Franksville, Huntington Bank, Leyden Baptist Church, Dunning Branch Library, Dever Early Childhood Center"
17031170900,5,3,"bicycle_rental, bank, fast_food, fast_food, bank","Oconto Ave & Belmont Ave, Wintrust Bank Montclare Branch, Luke's on Harlem, White Castle, Bank of America"
17031171000,18,11,"pub, bar, bakery, restaurant, bar, fast_food, bicycle_rental, bicycle_rental, fast_food, school, fuel, convenience, convenience, restaurant, supermarket, place_of_worship, place_of_worship, fast_food","BG's Lounge, Cafe Prague, Smakowski Bakery, Jibarito’s on Harlem, OverTime Sports Bar and Grill, Dunkin', Shabbona Park, Narragansett Ave & School Ave, Lucky Dawgs, Our Saviour Lutheran School, Shell, 7-Eleven, Shell, Bia's Cafe Marianao, La Tienda Michoacana, Our Saviour Lutheran Church, Saint Priscillas Church, Taco Bell"
17031171100,11,7,"ice_cream, cafe, bakery, cafe, sports, fast_food, place_of_worship, fast_food, fast_food, place_of_worship, school","Baskin-Robbins, Cakes & Beyond, Wiklanski’s Bakery, New Waves Cafe & Deli, Winter Globe Ski Shop, The Dog Stop, Belmont Evangelical Church, Dunkin', Dunkin', Watson Park Congregational Church, Chicago Academy Elementary/High School"
17031180100,13,11,"place_of_worship, variety_store, bakery, bicycle_rental, bicycle_rental, laundry, electronics, car_repair, place_of_worship, pharmacy, social_centre, school, bus_station","Grace Evangelical Free Church, Family Dollar, Il Giardino Del Dolce, Oak Park Ave & Wellington Ave, Sayre Ave & Diversey Ave, Belmont Laundry, Level 5 future of technology, Jiffy Lube, Saint Gregory's Armenian Apostolic Church, Walgreens, VFW Armed Forces Post 8322, Locke Elementary School, Diversey & Neva Terminal"
17031190100,17,13,"department_store, bakery, ice_cream, fast_food, mobile_phone, mobile_phone, fast_food, dentist, storage_rental, mobile_phone, clothes, ice_cream, social_facility, car_parts, pharmacy, supermarket, restaurant","Burlington, Mr Cake, Baskin-Robbins, Dunkin', Boost Mobile, T-Mobile, Papa John's, ABC Dental, W.F. Halls Self Storage, Total by Verizon, Discovery Clothing Company, La Michoacana, Belmont Village Senior Apartment, O'Reilly Auto Parts, Walgreens, Walmart Supercenter, Breakfast House"
17031190200,21,14,"place_of_worship, school, place_of_worship, restaurant, ice_cream, fast_food, mobile_phone, hairdresser, supermarket, laundry, convenience, car_repair, fuel, fire_station, fast_food, place_of_worship, place_of_worship, place_of_worship, pharmacy, supermarket, school","Holy Communion Lutheran Church, Northwestern Business College, Smyrna Korean Presbyterian Church, Sol de Mexico, Baskin-Robbins, Little Caesars, Metro by T-Mobile, High Dynasty Fade Barbershop, Centro Fresh Market, WaveMAX Laundry, Citgo, Jiffy Lube, Citgo, Chicago Fire Department Engine Company 7, Dunkin', Maplewood Bible Baptist Church, Jehovahs Witnesses Northwest Unit, Evangel Assembly of God Church, Walgreens, Cermak Fresh Market, Falconer Elementary School"
17031190300,23,16,"school, fast_food, place_of_worship, restaurant, bakery, cafe, bakery, bakery, bicycle_rental, ice_cream, restaurant, money_lender, money_transfer, variety_store, charity, restaurant, fast_food, place_of_worship, bureau_de_change, place_of_worship, convenience, community_centre, fuel","Austin Special Sheltered Work Center, Taco Burrito King, Ministerio Renacer, Central Gyros, Gorski’s Bakery, Tutti Frutti Coffee Shop, Zorba’s Pastry Shop, Laramie Bakery & Deli, Long Ave & Belmont Ave, Baskin-Robbins, La Authentica De Guerrero, OneMain Financial, Western Union, Family Dollar, The Salvation Army, Golden Nugget, Dunkin', Iglesia Crstiana de la Familia, Laramie Diversey Currency Exchange, Northwest Community Church, Clark's Pump-N-Shop, The Miracle Center, Clark"
17031190401,21,13,"pub, artwork, artwork, bicycle_rental, clinic, restaurant, fast_food, hairdresser, restaurant, fast_food, dentist, place_of_worship, hairdresser, clinic, supermarket, events_venue, place_of_worship, place_of_worship, variety_store, school, school","New Polonia Club, Mulligan Ave & Wellington Ave, PCC Community Wellness Center, Jasmine Rise, Little Caesars, La Piri Resturant & Taqueria, Wendy's, Rapha Dental Care, Polskie Centrum Chrześcijańskie, Leroy Avenue Barbers, Carnicerias Guanajuato, Tono Banquetes, Northwest Church of God, Marantha Baptist Church, Dollar Tree, Mary Lyon Elementary School, Steinmetz College Prep"
